"","UniqueID","Weight"
"1",110000001,0.362496180558064
"2",110000002,1.20241120921858
"3",110000008,0.435546560120044
"4",110000009,0.315647491625283
"5",110000010,0.139561601526046
"6",110000012,0.355475076288467
"7",110000013,0.095969993298602
"8",110000014,0.181248090279032
"9",110000016,0.655576089870507
"10",110000017,0.198032987207469
"11",110000019,0.904268462790374
"12",110000020,0.66926463879603
"13",110000023,0.761748903579889
"14",110000024,0.450796154777573
"15",110000026,0.772209258832275
"16",110000027,0.724992361116129
"17",110000029,1.44493630233899
"18",110000032,0.652434088019188
"19",110000033,0.241664120372043
"20",110000034,0.709243978223564
"21",110000035,0.724992361116129
"22",110000037,1.80101706084209
"23",110000038,0.772209258832275
"24",110000039,1.0959073152376
"25",110000041,0.167316159699008
"26",110000044,0.901592309555145
"27",110000046,0.481645434112997
"28",110000047,1.44493630233899
"29",110000054,0.772209258832275
"30",110000055,0.217478029339729
"31",110000060,0.54403562700635
"32",110000061,0.229171475060588
"33",110000063,0.54612691899137
"34",110000064,0.761748903579889
"35",110000065,Inf
"36",110000073,0.916685900242352
"37",110000077,0.916685900242352
"38",110000081,0.182042306330457
"39",110000088,0.230709366832556
"40",110000090,0.637630052439725
"41",110000091,0.291319868799986
"42",110000093,0.360373414767563
"43",110000094,0.858087926607664
"44",110000097,0.241664120372043
"45",110000099,0.152780983373725
"46",110000100,0.326217044009594
"47",110000104,1.00185988021108
"48",110000107,0.29696645160604
"49",110000109,0.211608168582969
"50",110000110,0.143954989947903
"51",110000111,0.481645434112997
"52",110000112,0.149671086127713
"53",110000113,1.32711743562912
"54",110000114,1.715276940742
"55",110000118,0.144998472223226
"56",110000119,0.241664120372043
"57",110000123,0.154900274111987
"58",110000127,0.724992361116129
"59",110000128,0.442544709638448
"60",110000132,0.203548611553854
"61",110000136,0.0922837467330226
"62",110000137,0.60885743484338
"63",110000138,0.153806244555038
"64",110000140,0.772209258832275
"65",110000141,0.109225383798274
"66",110000144,0.282154752653862
"67",110000146,0.0575819959791612
"68",110000148,0.234340519493582
"69",110000151,0.342062650928368
"70",110000153,0.271608657527496
"71",110000161,Inf
"72",110000162,0.525604592932353
"73",110000168,0.510948685158525
"74",110000171,0.901592309555145
"75",110000172,Inf
"76",110000173,0.839448423699108
"77",110000175,0.774501370559933
"78",110000178,0.217478029339729
"79",110000181,0.724992361116129
"80",110000185,0.510948685158525
"81",110000189,1.96836093395895
"82",110000191,0.858087926607664
"83",110000192,0.241664120372043
"84",110000196,0.5387671584856
"85",110000200,0.99745173686709
"86",110000201,0.538729077641761
"87",110000210,0.380874451789945
"88",110000212,0.54403562700635
"89",110000213,0.269364538820881
"90",110000214,1.35658536790827
"91",110000221,0.962132922964053
"92",110000222,0.846464257961586
"93",110000224,0.181248090279032
"94",110000229,Inf
"95",110000230,0.5540731211465
"96",110000240,0.697808007630229
"97",110000242,0.419724211849554
"98",110000244,0.458342950121176
"99",110000245,0.637630052439725
"100",110000246,1.22081636276666
"101",110000248,0.867270777173475
"102",110000249,0.13648410421835
"103",110000252,0.61040818138333
"104",110000255,0.181248090279032
"105",110000261,0.182042306330457
"106",110000263,0.226185589015389
"107",110000264,0.45219512263609
"108",110000265,0.232602669210076
"109",110000266,0.54612691899137
"110",110000268,2.20104509527966
"111",110000273,1.44493630233899
"112",110000274,1.44493630233899
"113",110000275,0.182042306330457
"114",110000276,0.491939739579775
"115",110000278,1.44922523750317
"116",110000280,0.774501370559933
"117",110000282,0.29611021158983
"118",110000286,0.401407514081463
"119",110000287,0.362306309375793
"120",110000291,0.774501370559933
"121",110000312,0.678292683954135
"122",110000313,1.715276940742
"123",110000316,1.30571876826818
"124",110000317,Inf
"125",110000318,Inf
"126",110000320,0.226185589015389
"127",110000322,0.724992361116129
"128",110000323,0.217478029339729
"129",110000335,0.092316637787737
"130",110000337,0.963721393495806
"131",110000341,0.986682372981289
"132",110000349,0.109225383798274
"133",110000350,Inf
"134",110000360,0.386104629416137
"135",110000362,Inf
"136",110000363,0.386104629416137
"137",110000378,0.724992361116129
"138",110000382,1.44922523750317
"139",110000383,0.772209258832275
"140",110000386,0.669004172046917
"141",110000395,0.334519118664983
"142",110000398,Inf
"143",110000402,0.722468151169495
"144",110000405,0.772209258832275
"145",110000407,Inf
"146",110000408,0.916685900242352
"147",110000409,0.190437225894972
"148",110000411,0.66926463879603
"149",110000413,1.36753393034226
"150",110000421,0.241664120372043
"151",110000425,0.362496180558064
"152",110000436,0.483263157210741
"153",110000437,0.53278336345616
"154",110000438,1.84625237691991
"155",110000439,0.158706126437227
"156",110000440,0.241664120372043
"157",110000443,1.44493630233899
"158",110000449,0.435409043434644
"159",110000451,0.538729077641761
"160",110000454,0.167889684739822
"161",110000461,0.62594279058038
"162",110000464,0.452371178030779
"163",110000465,0.569638475900015
"164",110000466,0.262802296466177
"165",110000473,0.150790392676926
"166",110000475,0.365470983401637
"167",110000476,0.0681530153829782
"168",110000484,Inf
"169",110000487,0.391855242716528
"170",110000488,0.095969993298602
"171",110000489,0.93891418587057
"172",110000494,0.412812458138843
